company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
Bristol Myers Squibb,US,Healthcare & Life Sciences,Health Care,Product Development / R&D + Internal,"Anthropic Claude agentic AI at enterprise scale; NVIDIA DGX SuperPOD ""AI factory"" for drug discovery; AI Proteins $400M miniprotein collab | CONFIRMED",none,P,,https://news.bms.com/news/details/2026/Bristol-Myers-Squibb-Announces-Strategic-Agreement-with-Anthropic,2026
Broadcom,US,Technology,Information Technology,Product / AI Hardware,Custom AI accelerators (XPU/ASIC) + AI networking for hyperscalers; AI revenue $8.4B Q1 FY26 (+106% YoY); CEO guides AI chip sales >$100B in 2027,CONFIRMED,$8.4B AI revenue Q1 FY26,S,https://www.cnbc.com/2026/03/04/broadcom-sees-ai-chip-sales-significantly-over-100-billion-in-2027.html,2027
Broadridge Financial Solutions,US,Industrial / Machinery,Industrials,Product / FinTech,"""BondGPT/BondGPT+"" (GPT-4 for corporate bond queries in LTX trading) + ""OpsGPT"" GenAI for operations management | CONFIRMED",none,P,,https://www.broadridge.com/artificial-intelligence,missing
Brown & Brown,US,Financial Services,Financials,Insurance / Operations,Deploying AI agents across specialty distribution; expects to automate 25%+ of submission workflows (wholesale/program) without replacing employees,CONFIRMED,~25%+ of submission workflows automated (self-claimed),S,https://coverager.com/brown-brown-says-ai-will-automate-25-of-submission-workflows-without-replacing-employees/,missing
Brown–Forman,US,Retail & E-commerce,Consumer Staples,Operations / Marketing,"AI for operational excellence + AI-fueled marketing/creative (""digital shelf"") per case studies/exec interviews — no primary press release/named system | CLAIMED",none,—,,https://consumergoods.com/glass-box-models-and-ai-fueled-creative-how-brown-forman-evolving-win-digital-shelf,missing
Builders FirstSource,US,Industrial / Machinery,Industrials,Product / Operations,AI Digital Solutions connecting design/purchasing/construction workflows (Paradigm arm); Blitzy AI platform accelerating software dev | CONFIRMED,none,P,,https://www.bldr.com/resources/blog/how-ai-is-streamlining-home-building-2026,2026
Bunge Global,US,Retail & E-commerce,Consumer Staples,Operations / Supply Chain Traceability,AI + satellite/remote sensing for soy value-chain deforestation monitoring (reached 100% indirect soy monitoring),CONFIRMED,100% indirect soy chain monitored,S,https://www.bunge.com/Press-Releases/Bunge-Reaches-100-Monitoring-of-its-Indirect-Soy-Value-Chain,missing
"BXP, Inc.",US,Real Estate & Construction,Real Estate,—,"no confirmed own AI deployment (benefits from AI-tenant office leasing demand, esp. SF; no internal AI system disclosed) | CLAIMED",none,—,,https://www.bizjournals.com/boston/news/2025/09/11/bxp-reports-jump-in-office-demand-from-ai.html,2025
C.H. Robinson,US,Industrial / Machinery,Industrials,Operations / Logistics,"Suite of ~30 agentic AI agents in Navisphere platform (LTL pickup automation, quoting, order entry); ""Lean AI"" strategy",CONFIRMED,~30 AI agents deployed,S,https://www.businesswire.com/news/home/20260126532511/en/C.H.-Robinson-Launches-AI-Agents-to-Combat-Industrywide-Problem-of-Missed-LTL-Pickups,missing
Cadence Design Systems,US,Technology,Information Technology,Product / EDA Chip Design,Cerebrus AI chip-design optimizer + JedAI data platform + Cerebrus AI Studio (agentic SoC design); Cadence.AI portfolio,CONFIRMED,4X productivity (self-claimed),S,https://www.cadence.com/en_US/home/tools/digital-design-and-signoff/soc-implementation-and-floorplanning/cerebrus-intelligent-chip-explorer.html,missing
Camden Property Trust,US,Real Estate & Construction,Real Estate,Operations / Leasing,Uses RealPage AI Screening + Funnel AI leasing (vendor case studies); hiring AI engineers — no primary Camden announcement/named own system | CLAIMED,none,—,,https://www.realpage.com/videos/ai-screening-benefits-camden/,missing
Capital One,US,Financial Services,Financials,Customer Support / Auto,"""Chat Concierge"" proprietary multi-agentic conversational AI for auto-buying (on dealer sites) + Eno assistant | CONFIRMED",none,P,,https://www.capitalone.com/tech/ai/future-of-ai-car-dealerships-shopping/,missing
Cardinal Health,US,Healthcare & Life Sciences,Health Care,Operations / Supply Chain,AI Center of Excellence; Intelogix predictive supply-chain platform; AI-driven warehouse (74 robots) for home delivery | CONFIRMED,none,P,,https://newsroom.cardinalhealth.com/Inside-Cardinal-Healths-AI-Center-of-Excellence,missing
Carnival Corporation,US,Retail & E-commerce,Consumer Discretionary,Operations / Guest Experience,"100+ GenAI pilots, 6 in production; predictive analytics for asset utilization/cost + guest mobile app",CONFIRMED,100+ pilots / 6 in production,S,https://fortune.com/2025/09/03/with-100-gen-ai-pilot-projects-but-just-six-in-production,2025
Carrier Global,US,Industrial / Machinery,Industrials,Product / Building Management,"Abound digital building platform ""Tell Me More"" GenAI feature (predictive maintenance insights from technical manuals); QuantumLeap data-center suite | CONFIRMED",none,P,,https://www.carrier.com/commercial/en/us/news/news-article/carrier-introduces-generative-ai-feature-in-abound-to-elevate-building-operations-insights.html,missing
Carvana,US,Retail & E-commerce,Consumer Discretionary,Customer Support / Retail,"""Sebastian"" AI agent + CARE engine for car buying; ML for vehicle photography/personalized videos | CONFIRMED",none,P,,https://investors.carvana.com/news-releases/2023/05-09-2023-140115835,2023
Casey's,US,Retail & E-commerce,Consumer Staples,Customer Support / Operations,"Voice AI ordering agents in 2,600+ of 2,900+ stores (phone pizza orders); IntelAgree AI contract-lifecycle mgmt",CONFIRMED,"AI ordering in 2,600+ stores",S,https://cspdailynews.com/technologyservices/caseys-expands-ai-powered-ordering-agents-more-2600-stores,missing
Caterpillar Inc.,US,Industrial / Machinery,Industrials,Operations / Autonomous Mining,"Cat MineStar Command autonomous haul trucks (690 operating end-2024, target 2,000+ by 2030) + AI predictive maintenance on 4M+ connected assets",CONFIRMED,690 autonomous trucks (2024),S,https://investors.caterpillar.com/news/news-details/2026/Caterpillar-Unveils-AI-Powered-Future-and-Invests-in-the-Workforce-Building-It/default.aspx,2024
Cboe Global Markets,US,Financial Services,Financials,Internal / Operations,AI Center of Excellence + 2026 tech roadmap AI for volatility management (exec/roadmap-level; no named production system) | CLAIMED,none,—,,https://johnlothiannews.com/cboe-cto-outlines-2026-tech-roadmap-focused-on-ai-and-24-7-trading/,2026
CBRE Group,US,Real Estate & Construction,Real Estate,Internal / Real Estate Services,"""Ellis AI"" GenAI digital-assistant platform for CRE (data analysis, document processing, workflow automation) | CONFIRMED",none,P,,https://www.cbre.com/insights/articles/everyone-can-have-a-digital-assistant-with-ellis-ai,missing
CDW Corporation,US,Technology,Information Technology,Internal / IT Services,"Internal AI across productivity/IT support/digital sales; M365 Copilot to 10,000 employees; AI services practice for clients",CONFIRMED,"Copilot to 10,000 employees",S,https://www.cdw.com/content/cdw/en/articles/software/cdw-leverages-ai-to-drive-innovation-and-enhance-customer-experience.html,missing
Cencora,US,Healthcare & Life Sciences,Health Care,Operations / Pharma Distribution,AI + PinRoutes route optimization; AI/robotics/AMRs in new automated distribution facilities ($1B network investment); AI literature reviews,CONFIRMED,81-83% concordance w/ human reviewers (lit review),S,https://www.cencora.com/resources/pharmacies/ai-in-pharmaceutical-distribution,missing
Centene Corporation,US,Healthcare & Life Sciences,Health Care,Internal / Managed Care,Own site: investing in AI/ML to improve member health + contain costs (no named production system; broad disclosure) | CONFIRMED,none,P,,https://www.centene.com/why-were-different/corporate-sustainability/empowering-health/innovation-thought-leadership.html,missing
CenterPoint Energy,US,Energy & Utilities,Utilities,Operations / Grid Resiliency,"Neara AI infrastructure-modeling platform deployed across 5,000-sq-mi service area (predictive maintenance, faster outage restoration); part of Greater Houston Resiliency Initiative | CONFIRMED",none,P,,https://www.centerpointenergy.com/en-us/corporate/about-us/news/1875,missing
CF Industries,US,Chemicals & Materials,Materials,—,no confirmed own AI deployment found (only 3rd-party analysis of AI's market impact on fertilizer demand) | CLAIMED,none,—,,https://pitchgrade.com/research/cf-industries-ai-margin-pressure,missing
Charles River Laboratories,US,Healthcare & Life Sciences,Health Care,Product / Drug Discovery Services,"""Logica"" AI-powered drug discovery platform (w/ Valo Health's Opal computational platform), target-to-preclinical | CONFIRMED",none,P,,https://www.criver.com/products-services/discovery-services/logica-transformative-drug-design,missing
Charles Schwab Corporation,US,Financial Services,Financials,Customer Support / Wealth,"GenAI capability explaining portfolio performance/market activity to retail clients (2026) + Schwab Knowledge Assistant (LLM research automation, 2024) + GenAI in call centers | CONFIRMED",none,P,,https://pressroom.aboutschwab.com/press-releases/press-release/2026/Charles-Schwab-Launches-AI-Powered-Capability-That-Helps-Investors-Understand-Portfolio-Performance-and-Market-Activity,2026
Charter Communications,US,Telecom,Communication Services,Customer Support,Spectrum agent-assist AI/ML for call recommendations + Spectrum Voice ID (NVIDIA DGX Cloud); CEO cited potential $8B annual cost reductions,CONFIRMED,CEO: potential ~$8B/yr cost reduction,S,https://corporate.charter.com/newsroom/charter-communications-launches-spectrum-voice-id-accelerates-ai-use-to-enhance-customer-experience,missing
Chevron Corporation,US,Energy & Utilities,Energy,Operations / Exploration,"""ApEX"" proprietary AI for oil & gas prospecting/discovery (time+cost savings); industrial-scale AI across upstream/midstream/downstream | CONFIRMED",none,P,,https://www.chevron.com/newsroom/2025/q4/a-smarter-way-to-prospect-for-oil-and-gas,2025
Chipotle Mexican Grill,US,Retail & E-commerce,Consumer Discretionary,Internal / HR & Hiring,"""Ava Cado"" conversational AI hiring platform (Paradox) — CEO says cut hiring time ~75%",CONFIRMED,~75% faster hiring,S,https://newsroom.chipotle.com/2024-10-22-CHIPOTLE-INTRODUCES-NEW-AI-HIRING-PLATFORM-TO-SUPPORT-ITS-ACCELERATED-GROWTH,2024
Chubb Limited,US,Financial Services,Financials,Insurance / Underwriting + Claims,"AI-powered optimization engine in Chubb Studio (embedded insurance, Nov 2025); AI claims doc processing (3M+ docs; underwriting cut 24h->2h per reports)",CONFIRMED,underwriting 24h->2h; 3M+ claims docs (reported),S,https://news.chubb.com/2025-11-12-Chubb-Launches-AI-Powered-Embedded-Insurance-Engine,2025-11
Church & Dwight,US,Retail & E-commerce,Consumer Staples,Marketing / E-commerce,"AI for creative placement, lookalike audiences, social listening (82% of marketing spend now digital) — exec interviews, no primary press release | CLAIMED",none,—,,https://consumergoods.com/church-dwight-maps-out-ai-fueled-marketing-strategy,missing
Ciena,US,Technology,Information Technology,Product / AI Networking,WaveLogic Ai coherent optics + WaveLogic 6 / 1.6T Coherent-Lite for AI data-center interconnect; Navigator AI network automation | CONFIRMED,none,P,,https://www.ciena.com/products/wavelogic/wavelogic-ai,missing
Cigna,US,Healthcare & Life Sciences,Health Care,Operations / Health Services,"Evernorth ""Pharmacy Forward"" $100M AI program (automates prior auth, benefits verification, clinical reviews; wait times days->hours); AI in utilization review",CONFIRMED,$100M program; wait times days->hours,S,https://www.reuters.com/legal/litigation/cigna-invests-100-million-new-ai-powered-specialty-pharmacy-program-2026-07-01/,2026
Cincinnati Financial,US,Financial Services,Financials,Insurance / Claims + Underwriting,AI deployment in claims/underwriting/governance per Q1 2026 earnings call (no named proprietary system; Guidewire ClaimCenter platform) | CLAIMED,none,—,,https://coverager.com/cincinnati-financial-expands-ai-push-amid-competitive-market/,2026
Cintas,US,Industrial / Machinery,Industrials,Operations / Internal,"AI-driven scheduling/dispatching w/ SAP + AI coding assistants (target 30% of code) — 3rd-party sourced, no primary announcement",CLAIMED,~30% of code via AI (target),S,https://infotechlead.com/digital/cintas-says-ai-and-digital-transformation-drive-revenue-growth-margin-efficiency-and-customer-retention-92799,missing
Cisco,US,Technology,Information Technology,Product / AI Networking,"Silicon One AI networking ASICs (G300 102.4 Tbps, P200) + Nexus One AI-fabric platform for GPU clusters/data centers | CONFIRMED",none,P,,https://www.cisco.com/site/us/en/products/networking/silicon-one/index.html,missing
Citigroup,US,Financial Services,Financials,Internal / Productivity,"""Citi Assist"" + ""Citi Stylus"" GenAI/agentic tools rolled out to ~140,000 employees across 8 countries",CONFIRMED,"~140,000 employees",S,https://www.citigroup.com/global/news/press-release/2025/citi-unveils-citi-stylus-workspaces-agentic-ai-turbocharging-productivity,2025
Citizens Financial Group,US,Financial Services,Financials,Internal / Operations,"First enterprise-wide AI agent deployed Q2 (HR focus) + AI in credit-card contact centers; ""Reimagine the Bank"" targeting ~$450M savings by 2028",CONFIRMED,~$450M savings target by 2028,S,https://www.pymnts.com/news/banking/2026/citizens-bank-mobilizes-ai-to-target-450-million-operational-savings-by-2028/,2028
Clorox,US,Retail & E-commerce,Consumer Staples,Operations / Procurement + Marketing,"Predictive-analytics AI in procurement/supply chain; GenAI across advertising, R&D, consumer insights (part of $580M digital transformation) | CONFIRMED",none,P,,https://www.thecloroxcompany.com/blog/how-clorox-is-sharpening-procurement-operations-with-ai/,missing
CME Group,US,Financial Services,Financials,—,Google Cloud partnership is primarily cloud infra/trading modernization + tokenization pilot; no clearly named AI production deployment surfaced | CLAIMED,none,—,,https://www.cmegroup.com/media-room/press-releases/2024/6/26/cme_group_and_googlecloudannouncenewchicagoareaprivatecloudregio.html,2024
CMS Energy,US,Energy & Utilities,Utilities,Operations / Grid,"AI-powered modules on 18,000 electric meters for real-time EV grid analytics (DOE ~$40M award); smart-grid Reliability Roadmap",CONFIRMED,"AI modules on 18,000 meters",S,https://www.cmsenergy.com/investor-relations/news-releases/news-release-details/2024/Consumers-Energy-Selected-by-U.S.-Department-of-Energy-for-Nearly-20-Million-to-Add-Real-Time-Visibility-to-Grid/default.aspx,2024
Coca-Cola Company (The),US,Retail & E-commerce,Consumer Staples,Product / Marketing,Y3000 Zero Sugar AI-co-created flavor + GenAI marketing/product design (OpenAI/Bain collaboration) | CONFIRMED,none,P,,https://www.coca-colacompany.com/media-center/coca-cola-creations-imagines-year-3000-futuristic-flavor-ai-powered-experience,missing
Cognizant,US,Technology,Information Technology,IT Consulting / GenAI Services,"""Neuro AI"" agentic-AI platform (multi-agent orchestration) + Anthropic/Travelport AI travel ecosystem; AI credited for $1B+ deal wins | CONFIRMED",none,P,,https://www.cognizant.com/us/en/services/cognizant-platforms/neuro-ai-engineering,missing
Coherent Corp.,US,Technology,Information Technology,Product / AI Hardware,800G/1.6T optical transceivers + silicon photonics enabling AI datacenter networks | CONFIRMED,none,P,,https://www.coherent.com/datacenter-communications,missing
Coinbase,US,Financial Services,Financials,Product / Agentic Payments,"""Coinbase for Agents"" + agentic wallets (x402 protocol) — lets AI agents trade/transact crypto on users' behalf with guardrails | CONFIRMED",none,P,,https://www.coinbase.com/blog/coinbase-for-agents,missing
Colgate-Palmolive,US,Retail & E-commerce,Consumer Staples,Product Development / Marketing,"Enterprise GenAI + predictive analytics for product/materials innovation, formula effectiveness prediction; agentic systems (global head of AI Kli Pappas) | CONFIRMED",none,P,,https://sloanreview.mit.edu/article/the-genai-focus-shifts-to-innovation-at-colgate-palmolive/,missing
Comcast,US,Telecom,Communication Services,Operations / Network,"""Janus"" cloud + AI/ML initiative to virtualize/optimize core network (nationwide w/ DriveNets); Xfinity AI features | CONFIRMED",none,P,,https://corporate.comcast.com/press/releases/comcast-harnessing-cloud-and-ai-to-transform-next-generation-internet-experiences,missing
Comfort Systems USA,US,Industrial / Machinery,Industrials,—,no own AI deployment; revenue beneficiary of AI-datacenter HVAC/cooling construction demand only | CLAIMED,none,—,,https://www.ainvest.com/news/comfort-systems-usa-unsuspecting-ai-winner-hvac-2508/,missing
ConocoPhillips,US,Energy & Utilities,Energy,Operations / Production,"ML/AI + IoT for Lower 48 operations optimization, predictive maintenance, artificial gas lift, demand forecasting | CONFIRMED",none,P,,https://www.conocophillips.com/spiritnow/story/how-conocophillips-is-leveraging-data-to-optimize-its-lower-48-operations/,missing
Consolidated Edison,US,Energy & Utilities,Utilities,Operations / Grid,"C3 AI platform for Advanced Metering Infrastructure operations + enterprise data analytics (4M+ customers), grid resilience | CONFIRMED",none,P,,https://c3.ai/customers/conedison,missing
Constellation Brands,US,Retail & E-commerce,Consumer Staples,Operations / Supply Chain,"AI/ML in supply chain (demand forecasting, inventory, route optimization) per 3rd-party coverage; no primary announcement/named system | CLAIMED",none,—,,https://cdotimes.com/2024/07/01/constellation-brands-leveraging-technology-data-and-ai-for-excellence/,2024
Constellation Energy,US,Energy & Utilities,Utilities,—,no confirmed own AI deployment; instead powering AI (restarting Three Mile Island Unit 1 / Crane Clean Energy Center on 20-yr PPA to Microsoft data centers) | CLAIMED,none,—,,https://www.cnbc.com/2024/09/20/constellation-energy-to-restart-three-mile-island-and-sell-the-power-to-microsoft.html,2024
Cooper Companies (The),US,Healthcare & Life Sciences,Health Care,—,no confirmed AI deployment found | CLAIMED,none,—,,https://en.wikipedia.org/wiki/The_Cooper_Companies,missing
Copart,US,Industrial / Machinery,Industrials,Product / Operations,"AI-powered VB3 auction system (pricing, total-loss decisions) + ProQuote.ai ML/computer-vision predictive insights (shareholder letter FY25) | CONFIRMED",none,P,,https://www.copart.com/content/copart-ceo-lettertostockholders-2025.pdf,2025
Corning Inc.,US,Technology,Information Technology,Product / AI Hardware,"""GlassWorks AI Solutions"" optical fiber/cable/connectivity for AI data centers (Meta $6B, Amazon deals) | CONFIRMED",none,P,,https://www.corning.com/worldwide/en/the-progress-report/crystal-clear/optical-fiber-makes-artificial-intelligence-possible,missing
Corpay,US,Financial Services,Financials,Product / Corporate Payments,"""Corpay AI"" conversational intelligence layer + AI capabilities in Corpay Complete for spend management (Apr 2026) | CONFIRMED",none,P,,https://investor.corpay.com/news-releases/news-release-details/corpay-launches-ai-capabilities-modernize-spend-management,2026-04
Corteva,US,Chemicals & Materials,Materials,Product Development / R&D,AI for crop-protection molecule/protein modeling + computational breeding; Profluent multi-year AI crop-innovation collaboration | CONFIRMED,none,P,,https://www.corteva.com/who-we-are/outlook/the-future-of-ai-in-agriculture.html,missing
CoStar Group,US,Real Estate & Construction,Real Estate,Product / Real Estate Search,"""Homes AI"" voice-enabled GenAI on Homes.com (Azure OpenAI/Microsoft Foundry) + Smart Search conversational NLP | CONFIRMED",none,P,,https://www.costargroup.com/press-room/2026/costar-group-launches-transformative-ai-experience-homescom-redefining-future-home,2026
Costco,US,Retail & E-commerce,Consumer Staples,Operations / Supply Chain,"AI demand forecasting/inventory (CEO Vachris: ""very Costco way"", practical); reported $100M bakery forecasting savings — 3rd-party sourced, no primary press release",CLAIMED,$100M bakery savings (3rd-party),S,https://www.constellationr.com/insights/news/costco-approaching-ai-very-costco-way,missing
CRH plc,US,Chemicals & Materials,Materials,Operations / Quarrying + Products,SafeAI autonomous quarry trucks pilot; FIDO AI leak detection; Leviat AI/ML for concrete tilt-up design | CONFIRMED,none,P,,https://www.businesswire.com/news/home/20250226390295/en/,missing
CrowdStrike,US,Technology,Information Technology,Product / Cybersecurity,"""Charlotte AI"" agentic security analyst on Falcon platform (detection triage, agentic workflows, AgentWorks no-code) | CONFIRMED",none,P,,https://www.crowdstrike.com/en-us/platform/charlotte-ai/,missing
Crown Castle,US,Real Estate & Construction,Real Estate,—,"no confirmed own AI deployment (tower REIT; fiber divested to Zayo who framed deal around AI, not Crown Castle's own use) | CLAIMED",none,—,,https://www.crowncastle.com,missing
CSX Corporation,US,Industrial / Machinery,Industrials,Operations / Rail,"AI track inspection (FRA-approved, 3,000+ route miles from Jul 2026) + autonomous drone rail-defect inspection + Azure AI routing | CONFIRMED",none,P,,https://www.microsoft.com/en/customers/story/23950-csx-azure-vmware-solution,2026-07
Cummins,US,Industrial / Machinery,Industrials,Product / Predictive Maintenance,"""PrevenTech"" AI predictive analytics + remote monitoring for engines; Predictive Service Insights on X15 engines | CONFIRMED",none,P,,https://machines.wiki/news/cummins-unveils-a-predictability-system-for-its-engines/,missing
CVS Health,US,Healthcare & Life Sciences,Health Care,Customer Support / Health Services,Aetna Care Paths AI (individualized care recs) + conversational AI navigation; consolidating brands into AI-native engagement platform (Google Gemini) | CONFIRMED,none,P,,https://www.cvshealth.com/news/innovation/aetna-launches-new-ai-and-digital-tools-to-improve-access-and-care.html,missing
Danaher Corporation,US,Healthcare & Life Sciences,Health Care,Product / Life Sciences + Diagnostics,AI across life sciences/diagnostics; Leica Biosystems AI-powered digital pathology suite; AI for biomanufacturing | CONFIRMED,none,P,,https://www.danaher.com/artificial-intelligence,missing
Darden Restaurants,US,Retail & E-commerce,Consumer Discretionary,Operations / HR,"AI forecasting tools for restaurant efficiency + Traitify AI hiring assessments (Olive Garden) — 3rd-party sourced, no primary press release | CLAIMED",none,—,,https://finance.yahoo.com/sectors/technology/articles/ai-forecasting-tools-boost-dardens-143300339.html,missing
Datadog,US,Technology,Information Technology,Product / Observability,"""Bits AI"" GenAI assistant + LLM Observability for monitoring agentic AI/LLM apps in production | CONFIRMED",none,P,,https://www.datadoghq.com/about/latest-news/press-releases/datadog-expands-llm-observability-with-new-capabilities-to-monitor-agentic-ai-accelerate-development-and-improve-model-performance/,missing
DaVita,US,Healthcare & Life Sciences,Health Care,Operations / Kidney Care,ML predictive model for home-dialysis patient risk (analyzes 150+ data points; reported 15% reduction in transfers back to in-center),CONFIRMED,15% reduction in transfers,S,https://newsroom.davita.com/sustaining-home-dialysis-success-predictive-analytics-ai/,missing
Deckers Brands,US,Retail & E-commerce,Consumer Discretionary,Internal / Workforce Mgmt,AI-powered workforce management platform (retail ops); AI part of FY2030 growth strategy | CLAIMED,none,—,,https://retail-systems.com/rs/Deckers_brands_boosts_workforce_management_with_new_ai_powered_platform.php,missing
Deere & Company,US,Industrial / Machinery,Industrials,Product / Precision Agriculture,"See & Spray AI computer-vision weed targeting (5M+ acres in 2025, ~50% herbicide reduction) + autonomous tractors",CONFIRMED,5M acres; ~50% herbicide reduction,S,https://www.deere.com/en-us/products-solutions/sprayers-and-applicators/see-spray-ultimate,2025
Dell Technologies,US,Technology,Information Technology,Product / AI Hardware,"""Dell AI Factory with NVIDIA"" + PowerEdge AI servers (XE-series, up to 144 GPUs/rack) for AI/GenAI/HPC | CONFIRMED",none,P,,https://investors.delltechnologies.com/news-releases/news-release-details/dell-ai-factory-nvidia-advances-supercomputing-class,missing
Delta Air Lines,US,Industrial / Machinery,Industrials,Product / Revenue Management,AI-enabled dynamic ticket pricing (Fetcherr) — scaling from 3% to ~20% of fares by end-2025,CONFIRMED,~20% of fares AI-priced (target),S,https://news.delta.com/delta-responds-misinformation-around-ai-pricing,2025
Devon Energy,US,Energy & Utilities,Energy,Operations / Drilling,"""ChatDVN 3.0"" internal AI + AI-enabled drilling/completions optimization (earnings: 12% lower drilling cost, 15% lower completion cost, 5% production uplift) — 3rd-party sourced from earnings",CLAIMED,12% drilling / 15% completion cost cut; 5% production uplift,S,https://innovateenergynow.com/resources/barrels-not-buzzwords-inside-devon-energys-ai-takeover,missing
Dexcom,US,Healthcare & Life Sciences,Health Care,Product / Glucose Monitoring,First GenAI platform in glucose biosensing — personalized insights on meals/sleep/activity vs glucose (Stelo OTC CGM) | CONFIRMED,none,P,,https://investors.dexcom.com/news/news-details/2024/Dexcom-Launches-the-First-Generative-AI-Platform-in-Glucose-Biosensing/default.aspx,2024
Diamondback Energy,US,Energy & Utilities,Energy,—,no confirmed own AI deployment (exploring power JV to sell electricity to AI data centers in West Texas) | CLAIMED,none,—,,https://energynow.com/2025/02/diamondback-looks-to-partner-on-gas-fired-power-plant-in-permian/,2025
Digital Realty,US,Real Estate & Construction,Real Estate,Product / AI Infrastructure,AI-ready high-density colocation (liquid-to-chip cooling across 170 data centers) for hosting AI training/inference; Innovation Lab for AI/hybrid cloud | CONFIRMED,none,P,,https://www.prnewswire.com/news-releases/digital-realty-launches-innovation-lab,missing
Dollar General,US,Retail & E-commerce,Consumer Staples,Operations / Supply Chain,"Shelf Engine AI/ML for fresh-produce ordering (rollout to 3,000 stores); appointed SVP of AI optimization",CONFIRMED,"AI produce ordering to 3,000 stores",S,https://newscenter.dollargeneral.com/news/dollar-general-corporation-announces-artificial-intelligence-ai-optimization-leader/786ab274-e715-4225-aa27-30a9abf7431c,missing
Dollar Tree,US,Retail & E-commerce,Consumer Staples,Operations / Supply Chain,"AI-powered distribution/supply-chain platforms + predictive analytics (per 2025 Investor Day) — 3rd-party sourced, no primary press release | CLAIMED",none,—,,https://manufacturingmag.com/news/dollar-tree-makes-distribution-tech-upgrades,2025
Dominion Energy,US,Energy & Utilities,Utilities,Operations / Grid,Piloting LōD grid-responsive AI inference tech (real-time energy intelligence) in Ashland VA — early-stage pilot; also major power supplier to data centers | CLAIMED,none,—,,https://www.datacenterdynamics.com/en/news/dominion-energy-to-pilot-lōds-grid-responsive-ai-inference-technology-in-ashland-virginia/,missing
Domino's,US,Retail & E-commerce,Consumer Discretionary,Product / Ordering + Ops,"GenAI ordering + store ops (Microsoft Azure OpenAI, 2023) + DOM Pizza Checker computer vision (quality inspection) | CONFIRMED",none,P,,https://ir.dominos.com/news-releases,2023
DoorDash,US,Retail & E-commerce,Consumer Discretionary,Product / Ordering + Logistics,"AI voice ordering for restaurants + ""Ask DoorDash"" GenAI + ML dispatch/marketplace optimization; AI agent ordering (dd-cli) | CONFIRMED",none,P,,https://techcrunch.com/2023/08/28/doordash-launches-ai-powered-voice-ordering-technology-for-restaurants/,2023
Dover Corporation,US,Industrial / Machinery,Industrials,Product / Operations,"""Dover Digital Labs"" AI/ML hub + AI-powered visualization software for industrial equipment; condition-based maintenance | CONFIRMED",none,P,,https://www.dovercorporation.com/about-us/overview,missing
Dow Inc.,US,Chemicals & Materials,Materials,Product Development / R&D,"AI/ML ""Predictive Intelligence"" in Dow Polyurethanes for product development; AI+IoT ecosystem | CONFIRMED",none,P,,https://www.dow.com/en-us/product-technology/pt-polyurethanes/harnessing-the-power-of-digitalization.html,missing
D. R. Horton,US,Retail & E-commerce,Consumer Discretionary,Operations / Land Acquisition,Prophetic AI platform for zoning analysis + land acquisition at national scale (Nov 2025) | CONFIRMED,none,P,,https://www.prnewswire.com/news-releases/prophetic-to-power-dr-hortons-ai-driven-land-acquisition-at-national-scale-302610017.html,2025-11
DTE Energy,US,Energy & Utilities,Utilities,—,"no confirmed own AI deployment (1.4 GW power deal to serve OpenAI/Oracle ""Stargate"" data center — supplier role only) | CLAIMED",none,—,,https://www.utilitydive.com/news/dte-data-center-deal,missing
Duke Energy,US,Energy & Utilities,Utilities,Operations / Grid,AiDash AI satellite/vegetation-management + AI-enabled drone asset inspection for grid reliability/storm response | CONFIRMED,none,P,,https://illumination.duke-energy.com/articles/drones-at-work-how-aron-wallace-and-his-team-are-changing-field-operations,missing
DuPont,US,Chemicals & Materials,Materials,Product / AI Hardware Materials,Advanced IC substrate/interconnect materials for AI servers; internal data-science/ML team for decision-making | CONFIRMED,none,P,,https://www.dupont.com/news/shaping-our-future-with-AI--dupont-reveals-next-generation-solutions-at-2024-TCPA-show.html,2024
Eaton Corporation,US,Industrial / Machinery,Industrials,Product / AI Power Infrastructure,AI-ready intelligent power management + 800VDC/HVDC reference architecture for AI data centers (NVIDIA collaboration) | CONFIRMED,none,P,,https://www.eaton.com/us/en-us/company/news-insights/news-releases/2025/eaton-accelerates-data-center-infrastrructure-in-ai-era-with-nvidia.html,2025
eBay Inc.,US,Retail & E-commerce,Consumer Discretionary,Product / Marketplace,"""Magical"" GenAI listing tool (auto-generates listings from photos); AI shopping features | CONFIRMED",none,P,,https://innovation.ebayinc.com/stories/magical-listing-tool-harnesses-the-power-of-ai-to-make-selling-on-ebay-faster-easier-and-more-accurate/,missing
EchoStar,US,Telecom,Communication Services,—,"no confirmed AI deployment found (focus on MVNO pivot, spectrum sales, cloud-native 5G core) | CLAIMED",none,—,,https://www.echostar.com,missing
Ecolab,US,Chemicals & Materials,Materials,Product / Water Intelligence,"""ECOLAB3D"" IIoT platform w/ AI predictive analytics for smart water management; AI-enabled water intelligence for data centers | CONFIRMED",none,P,,https://www.ecolab.com/media-center/news/ecolab-unleashes-water-intelligence-to-drive-growth-in-the-ai-era,missing
