company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
Lenzing,AT,Manufacturing & Robotics,Chemicals,Back-office / Ops,"AI, GPS sensors and ML (project44 + SAP) for real-time supply-chain tracking and transparency of fiber orders from shipment status to vessel route",CLAIMED,none,I,https://www.eqs-news.com,missing
Uniqa Insurance Group,AT,Insurance,Insurance,Core / Domain,"Claims processing runs almost fully automatically with AI; thousands of claims, health-insurance and legal-protection cases handled without human intervention, with AI services now offered to third-party clients",CONFIRMED,none,P,https://press-news.uniqagroup.com/news-kuenstliche-intelligenz-bei-uniqa,missing
Uniqa Insurance Group,AT,Insurance,Insurance,Customer Support,AI chatbot for insurance sales support (Zuehlke) achieving 50% reduced effort at 95% answer accuracy,CLAIMED,"50% reduced effort, 95% answer accuracy",I,https://www.zuehlke.com/de/case-studies/uniqa-effizienzsteigerung-durch-ki-chatbot,missing
Strabag,AT,Real Estate & Construction,Construction,Core / Domain,"Company AI program (Work on Progress) applying AI for more efficient planning, sustainable material use and early risk analysis in construction",CONFIRMED,none,P,https://work-on-progress.strabag.com/en/digitalisation-processes-and-innovation/artificial-intelligence,missing
Strabag,AT,Real Estate & Construction,Construction,Core / Domain,OpenAI technology deployed to forecast weather impacts on crane operations at construction sites,CLAIMED,none,I,https://brutkasten.com/artikel/strabag-nutzt-openai,missing
Vietcombank,VN,Financial Services,Banks,Customer Support,VCB Digibot AI virtual assistant (built on FPT.AI platform) automating customer care and support,CLAIMED,none,I,https://vnexpress.net/vietcombank-toi-uu-hieu-suat-nho-tro-ly-ao-ai-4586781.html,2023
Vietcombank,VN,Financial Services,Banks,Sales / Marketing,Deploying Salesforce Financial Services Cloud and CRM Analytics to apply AI for customer-focused growth,CONFIRMED,none,I,https://www.salesforce.com/ap/news/press-releases/2025/05/20/vietcombank-hop-tac-cung-salesforce-thuc-day-doi-moi-sang-tao-ung-dung-tri-tue-nhan-tao-va-tang-truong-voi-khach-hang-la-trong-tam/,2025-05
BIDV,VN,Financial Services,Banks,Customer Support,AI-powered virtual assistant Chatbot for 24/7 customer support launched on BIDV iBank corporate banking platform,CONFIRMED,none,P,https://bidv.com.vn/bidv/tin-tuc/tin-ve-bidv/ra-mat-tinh-nang-chatbot-ho-tro-khach-hang-doanh-nghiep-tren-bidv-ibank,2024-03
VietinBank,VN,Financial Services,Banks,Customer Support,AI chatbot understanding natural language across digital channels to handle diverse customer questions 24/7,CONFIRMED,none,P,https://vietinbank.vn/vi/ca-nhan/tin-tuc-va-su-kien/chatbot-ai-tro-ly-thong-minh-,2024
VietinBank,VN,Financial Services,Banks,Back-office / Ops,"Genie internal virtual assistant built on Microsoft Azure AI Foundry, trained on 2000+ internal documents to boost staff productivity",CONFIRMED,trained on 2000+ internal documents,I,https://vietnamnet.vn/ngan-hang-viet-dung-tro-ly-ao-giai-quyet-cac-thach-thuc-,2024
Vinhomes,VN,Real Estate & Construction,Real Estate,Customer Support,AI-powered virtual assistant integrated into the Vinhomes Resident app and Online website for residents,CONFIRMED,none,P,https://vingroup.net/tin-tuc-su-kien/bai-viet/2598/,2022-07
Vingroup,VN,Technology,Conglomerate,Core / Domain,"Established VinAI Research Institute conducting AI/machine learning research (published at NeurIPS 2019); developed generative AI, computer vision and autonomous-driving tech",CONFIRMED,none,P,https://vingroup.net/tin-tuc-su-kien/bai-viet/2006/vingroup-thanh-lap-vien-nghien-cuu-tri-tue-nhan-tao-ai,2019-04
Vinamilk,VN,Retail & E-commerce,Food Products,Core / Domain,"Farm 4.0 smart dairy farms use AI, sensors and cloud computing to monitor cattle health and productivity in real time and optimize milk production",CLAIMED,none,I,https://tuoitre.vn/vinamilk-tao-gia-tri-voi-chuyen-doi-xanh-20260329160340623.htm,2026-03
FPT Corporation,VN,Technology,Technology,Core / Domain,"FPT AI Factory built with NVIDIA - GPU supercomputing infrastructure to train, fine-tune and operate large-scale AI models; two AI factories ranked in global TOP500 supercomputers",CONFIRMED,USD 200 million investment,P,https://fpt.com/vi/tin-tuc/tin-fpt/hai-nha-may-ai-cua-fpt-lot-top-500-sieu-may-tinh-manh-nhat-the-gioi,2025-06
FPT Corporation,VN,Technology,Technology,Software / Code,"FPT.AI comprehensive AI platform providing chatbots, virtual assistants, digital workforce and generative-AI solutions sold to enterprises",CONFIRMED,none,P,https://fpt.ai/vi/,2024
Masan Group,VN,Retail & E-commerce,Conglomerate,Back-office / Ops,"Supra AI/ML supply-chain platform used by WinCommerce for inventory and logistics optimization, reducing logistics cost",CONFIRMED,11% logistics cost saving,I,https://tuoitre.vn/dua-ai-vao-logistics-wincommerce-quyet-thay-doi-cuoc-choi.htm,2025
Mobile World Investment,VN,Retail & E-commerce,Retail,Core / Domain,Bach Hoa Xanh grocery chain applies AI for demand forecasting and inventory management of fresh products to improve profit margins and reduce spoilage,CLAIMED,none,I,https://fili.vn/2026/02/ai-dang-giup-bach-hoa-xanh-cai-thien-bien-loi-nhuan-mang-online-co-loi-hau-chuyen-doi-mo-hinh-logistics-737-1402834.htm,2026-02
Techcombank,VN,Financial Services,Banks,Core / Domain,Deployed Databricks Data Intelligence Platform consolidating data from 50+ systems to enable AI-driven analytics and decisioning across the bank,CONFIRMED,data from 50+ systems consolidated,P,https://techcombank.com/thong-tin/thong-bao/techcombank-va-databricks-cach-mang-hoa-ngan-hang-cho-hang-trieu-khach-hang-bang-ai-va-du-lieu,2024
Military Commercial Bank,VN,Financial Services,Banks,Security / Risk,"AI applied to fraud detection, reported to have blocked hundreds of billions of VND in suspected fraudulent transactions",CLAIMED,hundreds of billions VND fraud blocked,I,https://daibieunhandan.vn/ngan-hang-mb-ngan-chan-hang-tram-ty-dong-nghi-lua-dao-nho-ai,2025
Military Commercial Bank,VN,Financial Services,Banks,Core / Domain,"BIZ MBBank platform integrating AI, big data and process automation for one-touch financial experience (Sao Khue award-winning)",CONFIRMED,none,P,https://news.mbbank.com.vn/news/biz-mbbank-gianh-3-giai-sao-khue-nho-cong-nghe-dai-va-du-lieu-lon,2024
VPBank,VN,Financial Services,Banks,Customer Support,Conversational AI platform and GenAI application ecosystem (CAIP - ezGenAI) powering a multi-purpose virtual assistant across the full product portfolio,CONFIRMED,none,P,https://vpbank.com.vn/tin-tuc/thong-cao-bao-chi/2025/,2025
Asia Commercial Bank,VN,Financial Services,Banks,Customer Support,New-generation AI BOT smart virtual assistant with self-learning and emotion/sentiment recognition for customer support,CONFIRMED,none,P,https://acb.com.vn/en/about-us/acb-launches-smart-virtual-assistant-new-generation-ai-bot,2023-10
Asia Commercial Bank,VN,Financial Services,Banks,Core / Domain,"AI applied to credit approval, cited by CEO as cutting credit approval time from 10 days to 10 minutes",CLAIMED,credit approval time cut from 10 days to 10 minutes,I,https://nguoiquansat.vn/ceo-tu-tien-phat-acb-rut-ngan-thoi-gian-phe-duyet-tin-dung,2025
SSI Securities,VN,Financial Services,Financial Services,Core / Domain,"AI and machine learning tested and applied across departments including the analysis center, with AI-based investment advisory integrated into the trading platform",CONFIRMED,none,P,https://www.ssi.com.vn/tin-tuc/tin-tuc-su-kien-ssi/ung-dung-tri-tue-nhan-tao-trong-dau-tu-chung-khoan-lieu-co-kha-thi,2024
Vietcap Securities,VN,Financial Services,Financial Services,Customer Support,Warren - AI Investment Mentor chatbot (built with startup AI Hay) providing securities consulting and personalized financial guidance,CLAIMED,none,I,https://vnexpress.net/vietcap-hop-tac-ai-hay-phat-trien-chatbot-tai-chinh-4957383.html,2025
Sabeco,VN,Retail & E-commerce,Beverages,Sales / Marketing,"AI-based retail display scoring and AI plus Big Data used for sales planning and strategy, per CEO statements",CLAIMED,none,I,https://vietstock.vn/2025/04/tong-giam-doc-sabeco.htm,2025-04
PetroVietnam Power,VN,Energy & Utilities,Utilities,Core / Domain,"Power Monitoring smart-assistant platform applying AI and data analytics for performance management and remote monitoring across power plants (Nhon Trach 2, Vung Ang 1, Ca Mau 1&2)",CLAIMED,hundreds of billions VND saved per year,I,https://vneec.gov.vn/tin-tuc/khoa-hoc-cong-nghe/t42910/pv-power-ung-dung-cong-nghe-tiet-kiem-hang-tram-ty-dong-moi-nam,2025
Vietjet Air,VN,Travel & Hospitality,Airlines,Core / Domain,SkyBreathe AI and big-data fuel-optimization platform (OpenAirlines) analyzing flight data to reduce fuel burn and CO2 emissions; first airline in Vietnam to adopt it,CONFIRMED,none,P,https://www.vietjetair.com/vi/pages/vietjet-hop-tac-openairlines-tien-phong-ung-dung-ai-toi-uu-tieu-thu-nhien-lieu-bay-1738834563055,2025-02
HDBank,VN,Financial Services,Banks,Customer Support,"AI chatbots applied in digital banking services for faster customer experience, part of HDBank digital-banking innovation strategy",CLAIMED,none,I,https://vnexpress.net/tri-tue-nhan-tao-thuc-day-doi-moi-ngan-hang-so-tai-hdbank-va-momo.html,2025
TPBank,VN,Financial Services,Banks,Core / Domain,"AI-Top strategy uses AI as the ""brain"" powering the app, LiveBank 24/7 automated banking kiosks and credit-assessment systems for rapid decisions and personalized service",CONFIRMED,none,P,https://tpb.vn/tin-tuc/tin-tpbank/tpbank-xay-dung-ngan-hang-tri-tue,2024
TPBank,VN,Financial Services,Banks,Customer Support,T'Aha AI virtual assistant using machine learning and deep learning to answer customer inquiries,CONFIRMED,none,P,https://tpb.vn/tin-tuc/tin-tpbank/cham-tuong-lai-nganh-tai-chinh-cung-ngan-hang-tri-tue-tpbank,2024
Sacombank,VN,Financial Services,Banks,Customer Support,"Next-generation keyless smart call center built on FPT.AI platform, using AI as an intelligent virtual assistant on the 24/7 hotline",CONFIRMED,none,P,https://www.sacombank.com.vn/trang-chu/tin-tuc/tin-sacombank/2024/sacombank-tien-phong-ra-mat-tong-dai-khong-phim-bam.html,2024-01
Sacombank,VN,Financial Services,Banks,Customer Support,SAMI AI-integrated smart digital assistant embedded in the Sacombank Pay app,CONFIRMED,none,P,https://www.sacombank.com.vn/trang-chu/tin-tuc/tin-sacombank/2026/sacombank-chinh-thuc-ra-mat-tro-ly-so-sami-tren-ung-dung-sacombank-pay.html,2026
Banco Comercial Português,PT,Financial Services,Banks,Back-office / Ops,AI Academy with Nova SBE training 6500+ employees in AI skills incl generative AI; 80% completed training,CONFIRMED,"6500+ employees trained, 80% completed",P,https://ind.millenniumbcp.pt/pt/Institucional/imprensa/Documents/2025/20251112_Millenniumbcp_Nova_SBE_AIAcademy_PT.pdf,2025-11
Corticeira Amorim,PT,Manufacturing & Robotics,Industrials,Core / Domain,AI computer vision analyzes millions of cork stoppers per day for quality control; AI integrated transversally across business units,CONFIRMED,millions of stoppers analyzed per day,P,https://www.amorim.com/pt/media/noticias/inteligencia-artificial-na-corticeira-amorim-reinventar-o-futuro/5583/,2026-03
CTT Correios de Portugal,PT,Logistics & Supply Chain,Logistics,Customer Support,Helena - generative AI virtual assistant (Azure OpenAI/ChatGPT) for real-time customer support; also enables sending Express parcels via WhatsApp,CONFIRMED,none,P,https://www.ctt.pt/grupo-ctt/media/noticias/ctt-lancam-primeiro-chatbot-com-inteligencia-artificial-generativa-para-atendimento-ao-cliente,2024
CTT Correios de Portugal,PT,Logistics & Supply Chain,Logistics,Core / Domain,CTT invested in Agentifai (Braga AI startup) whose voice-AI robot answers phone/app customer inquiries,CONFIRMED,none,P,https://eco.sapo.pt/2025/08/27/ctt-investem-em-tecnologica-bracarense-que-usa-ia-para-atender-clientes/,2025-08
EDP Renováveis,PT,Energy & Utilities,Utilities,Core / Domain,"AI4PV project combines Digital Twin, AI and data analysis to boost photovoltaic plant performance; demos at Monte das Flores (PT) and Green Energy Park (Morocco)",CONFIRMED,none,P,https://www.edp.com/en/innovation/innovation-projects/ai4pv-artificial-intelligence-pv,missing
EDP Renováveis,PT,Energy & Utilities,Utilities,Core / Domain,Autonomous robots plus AI for O&M of solar parks to optimize processes and improve safety,CONFIRMED,none,I,https://investsustain.com.br/noticias/robotizacao-em-parques-solares-e-inevitavel-diz-gestor-da-edp/,missing
Energias de Portugal,PT,Energy & Utilities,Utilities,Back-office / Ops,EDP reports 500+ AI agents deployed across operations; governed by an AI Management System (AIMS) / Responsible AI policy,CONFIRMED,500+ AI agents,P,https://www.edp.com/pt/investidores/governo-da-sociedade/politica-ia-responsavel-edp,2025
Energias de Portugal,PT,Energy & Utilities,Utilities,Core / Domain,Partnership with Fu2re applying AI and computer vision (SmartAssets) to digitalize the electrical grid and cut connection timelines,CONFIRMED,none,I,https://fu2re.com.br/edp-portugal-aposta-em-inteligencia-artificial-para-modernizar-rede-eletrica-em-parceria-com-a-brasileira-fu2re/,missing
Galp Energia,PT,Energy & Utilities,Energy,Core / Domain,Galp and IBM built an AI-based advisor to enhance seismic interpretation and accelerate geological modeling for oil/gas exploration,CONFIRMED,none,P,https://www.galp.com/corp/en/media/press-releases/,2024
Galp Energia,PT,Energy & Utilities,Energy,Back-office / Ops,"AI integrated in CFO office (Planning, Procurement, Accounting) via partnership with Iventus for data-driven financial operations",CLAIMED,none,I,https://www.scribd.com/document/979985213/Galp-Business-Case,2024
Jerónimo Martins,PT,Retail & E-commerce,Retail,Core / Domain,"Pingo Doce uses AI computer vision to recognize dishes automatically and speed up payment at Comida Fresca self-service restaurants (Alegro Sintra, Alverca)",CONFIRMED,none,I,https://sicnoticias.pt/especiais/inteligencia-artificial/2025-04-08-pingo-doce-implementa-pagamentos-por-ia-nos-restaurantes-comida-fresca-99de5e44,2025-04
Jerónimo Martins,PT,Retail & E-commerce,Retail,Sales / Marketing,Pingo Doce AI-driven merchandising platform replacing static reports with real-time prescriptive insights for execution and supplier alignment,CLAIMED,none,I,https://uk.finance.yahoo.com/news/pingo-doce-sets-standard-ai-040600879.html,2025
Mota-Engil,PT,Real Estate & Construction,Construction,Back-office / Ops,Automated management of transport guides (guias de transporte) with an Agentic AI solution integrated with SAP,CONFIRMED,none,I,https://www.inetum.com/pt/homepage/insights/casos-de-sucesso/mota-engil-guias-transporte-ia-sap.html,2025
NOS,PT,Telecom,Telecom,Customer Support,NOS Virtual Assistant - generative AI (GenAI) chatbot on My NOS for natural-language customer queries; billed as first PT telco GenAI assistant,CONFIRMED,none,P,https://forum.nos.pt/novidades-16/assistente-virtual-nos-na-my-nos-53122,2024
Novabase,PT,Technology,Technology,Core / Domain,"Celfocus (Novabase subsidiary) pursues Next-Gen Intelligence / AI First strategy, building AI+data intelligent solutions; internal AI training of ~500 employees (2880 hours)",CONFIRMED,"~500 employees, 2880 training hours",P,https://www.novabase.com/en/media/about-novabase-1/,2025
Semapa,PT,Manufacturing & Robotics,Forestry & Paper,Core / Domain,Subsidiary Secil partners with alcemy to use AI to optimize cement production,CONFIRMED,none,P,https://pt.linkedin.com/posts/semapa_saiba-mais-sobre-a-parceria-entre-a-secil-activity-7241725113413324800,2024
Semapa,PT,Manufacturing & Robotics,Forestry & Paper,Sales / Marketing,Secil ran an AI-generated-image communication campaign envisioning cities/construction of the future,CONFIRMED,none,P,https://www.secil.pt/pt/noticias-secil/secil-utiliza-inteligencia-artificial-.html,2024
Sonae,PT,Retail & E-commerce,Retail,Back-office / Ops,"MC (Sonae food retail) with Automaise developed and deployed StudyAI, an AI solution for the business",CONFIRMED,none,P,https://www.sonae.pt/fotos/press_releases/20231018_pr_sonae_studyai_vf_5168567996537ce62b74da.pdf,2023-10
Sonae,PT,Retail & E-commerce,Retail,Customer Support,"Mariana - AI virtual assistant by Continente and Automaise, first for a PT food-retail chain at this level of detail; virtual assistant deployed across 150 stores",CONFIRMED,150 stores,I,https://www.distribuicaohoje.com/customer-experience/continente-agente-de-ia/,2024
Sonae,PT,Retail & E-commerce,Retail,Core / Domain,"Continente Labs autonomous supermarket (with Sensei) using cameras, weight sensors and AI for checkout-free shopping",CONFIRMED,none,P,https://www.sonae.pt/pt/media/blog/post/sonae-reforca-lideranca-no-retalho-com-abertura-da-maior-loja-inteligente-do-mundo-pelo-continente/,2024
The Navigator Company,PT,Manufacturing & Robotics,Forestry & Paper,Core / Domain,"30+ digital projects applying AI, Machine Learning, Robotics and Computer Vision across pulp/paper operations, delivering production cost reduction and business resilience",CONFIRMED,"30 projects, production cost reduction",P,https://thenavigatorcompany.com/wp-content/uploads/2025/02/20250217-PR-Navigator-acelera-transformacao-digital-com-30-projetos.pdf,2025-02
BMCI,MA,Financial Services,Financials / Banques,Back-office / Ops,Partnership with Ecole Centrale Casablanca to upskill staff in AI/data-science and co-develop banking AI use cases; management states pragmatic AI integration strategy but no production system named,CLAIMED,none,I,https://www.bmci.ma/actualite/la-bmci-et-lecole-centrale-casablanca-sallient-pour-linnovation-et-la-recherche-technologique/,2026
Disty Technologies,MA,Technology,Technology / Distribution informatique,Sales / Marketing,Signed distribution partnership with PNY/NVIDIA to resell AI and datacenter infrastructure in Morocco; AI positioned as a primary growth driver (reseller pivot not internal AI deployment),CLAIMED,none,I,https://www.infomediaire.net/disty-technologies-croissance-intelligence-artificielle-maroc/,2026
CFG Bank,MA,Financial Services,Financials / Banques,Customer Support,Stated intent to adopt data/behavioral analytics and AI to improve online services via digital-banking vendor Kony; independent benchmark rates CFG Bank AI maturity as low - no production AI system disclosed,CLAIMED,none,I,https://lematin.ma/journal/2019/cfg-bank-investira-lintelligence-artificielle/310393.html,2019
Bank Saint Petersburg,RU,Financial Services,Banking,Sales / Marketing,Reinforcement-learning personalization model in mobile app to customize client offers,CLAIMED,none,I,https://www.tadviser.ru/index.php/Статья:Искусственный_интеллект_в_банках,missing
Bank Saint Petersburg,RU,Financial Services,Banking,Customer Support,Voice assistant in contact center rated leading vs competitors,CLAIMED,none,I,https://www.bankdelo.ru/news/corpnews/pub/11999,missing
Credit Bank of Moscow,RU,Financial Services,Banking,Back-office / Ops,Smart IDReader OCR AI to recognize passport data bank cards and barcodes at onboarding,CONFIRMED,none,P,https://mkb.ru/news/36641,missing
Credit Bank of Moscow,RU,Financial Services,Banking,Core / Domain,Established in-house ML and AI center of excellence,CONFIRMED,none,P,https://ir.mkb.ru/investor-relations/news/54361,missing
Detsky Mir,RU,Retail & E-commerce,Retail,Sales / Marketing,ML predictive analytics (Smart Placement Ads) monetizing marketplace ad inventory with real-time user behavior analysis,CLAIMED,threefold ROI on brand advertising,I,https://up.retail.ru/rbc/pressreleases/detskiy-mir-vnedril-iskusstvennyy-intellekt-v-reklamnyy-instrumentariy-/,2023-07
En+ Group,RU,Energy & Utilities,Energy,Core / Domain,In-house IT arm En+ Digital delivering machine learning and analytics for production systems,CONFIRMED,none,P,https://www.enplus.digital,missing
En+ Group,RU,Energy & Utilities,Energy,Core / Domain,AI predictive equipment maintenance and aluminium ingot quality assessment (RUSAL/En+),CLAIMED,none,I,https://www.vedomosti.ru/partner/articles/2025/06/02/1112926-intellekt-promishlennih,2025-06
Inter RAO,RU,Energy & Utilities,Energy,Core / Domain,Digital transformation division expanding AI-focused projects across energy holding,CLAIMED,none,I,https://www.tadviser.ru/index.php/Статья:Информационные_технологии_в_Интер_РАО,2025
Lenta,RU,Retail & E-commerce,Retail,Core / Domain,ML demand forecasting processing ~15M time series daily across 2500 stores to cut shortages and write-offs,CONFIRMED,4% reduction in write-offs and up to 5% promo availability gain,P,https://lenta.tech/expertise/proekty/ml-prognozirovanie-sprosa-v-lenta-tech,missing
Lukoil,RU,Energy & Utilities,Oil & Gas,Core / Domain,ML software determines injection-production well interaction to optimize operating modes on mature reservoirs (intelligent field 45000+ wells),CONFIRMED,none,P,https://lukoil.ru/PressCenter/Pressreleases,missing
Lukoil,RU,Energy & Utilities,Oil & Gas,Core / Domain,Neural network well management helping select optimal injection modes (Lukoil-Perm),CONFIRMED,none,I,https://www.interfax.ru/business/976692,2022
NLMK,RU,Manufacturing & Robotics,Steel,Core / Domain,Machine learning for real-time product quality control and process forecasting in steelmaking,CONFIRMED,none,P,https://it.nlmk.com/ru/,missing
NLMK,RU,Manufacturing & Robotics,Steel,Core / Domain,ML models optimize energy resource consumption from historical production data,CLAIMED,none,I,https://www.tadviser.ru,missing
Novatek,RU,Energy & Utilities,Oil & Gas,Core / Domain,AI/ML and hybrid physical-process modeling to reduce drilling accident rates,CONFIRMED,reduced drilling accident rate,I,https://sk.ru/news/novatek-snizil-avarijnost-bureniya-pri-pomoshi-ai/,missing
Novatek,RU,Energy & Utilities,Oil & Gas,Core / Domain,Established NOVATEK-Digital Energy subsidiary (2025) for in-house digital/AI software development,CONFIRMED,none,P,https://digital.novatek.ru,2025
Rosneft,RU,Energy & Utilities,Oil & Gas,Core / Domain,AI within Digital Field (Цифровое месторождение) program for oil and gas operations,CONFIRMED,none,P,https://rosneft.ru,missing
Rosneft,RU,Energy & Utilities,Oil & Gas,Core / Domain,RN-Seysm proprietary software with ML for seismic interpretation and well-placement planning,CONFIRMED,none,I,https://news.itmo.ru,missing
Rusagro,RU,Agriculture,Agriculture,Core / Domain,Adopted Russian smart-farming system using machine learning and big data analytics in agribusiness operations,CLAIMED,none,I,https://www.cnews.ru/reviews/tsifrovizatsiya_selskogo_hozyajstva_2024,2024
Sovcomflot,RU,Logistics & Supply Chain,Shipping,Core / Domain,Autonomous navigation (a-Navigation) with automatic environment analysis and COLREG maneuvering trialed on tankers,CLAIMED,none,I,https://www.a-nav.org/ru/about.html,missing
Tatneft,RU,Energy & Utilities,Oil & Gas,Core / Domain,AI/ML across exploration drilling reservoir pressure and production monitoring with digital twin development,CLAIMED,150+ AI application hypotheses generated,I,https://oilgasinform.ru,2025
Transneft,RU,Energy & Utilities,Oil Transportation,Core / Domain,Deploying AI/ML and IoT for pipeline operation optimization and digital twins,CLAIMED,none,I,https://strana-transneft.ru/innovatsii/,missing
Transneft,RU,Energy & Utilities,Oil Transportation,Core / Domain,CNN deep-learning classification of magnetogram images for oil pipeline defect diagnostics,CLAIMED,none,I,https://intsysjournal.org/pdfs/26-1/5-4-KatserKozitsin.pdf,missing
Ozon,RU,Retail & E-commerce,E-commerce,Core / Domain,Machine learning demand forecasting tool helping marketplace sellers predict product demand,CONFIRMED,none,P,https://www.tadviser.ru/index.php/Проект:Ozon.ru_(Интернет-решения)_(Искусственный_интеллект),missing
Ozon,RU,Retail & E-commerce,E-commerce,Back-office / Ops,ML automated moderation of new product listings/cards,CONFIRMED,none,P,https://www.tadviser.ru/index.php/Проект:Ozon.ru_(Интернет-решения)_(Искусственный_интеллект),2023-03
Ozon,RU,Retail & E-commerce,E-commerce,Sales / Marketing,OzonGenerator generative-AI tool auto-writing product descriptions for sellers,CONFIRMED,none,P,https://habr.com,missing
Unipro,RU,Energy & Utilities,Utilities,Security / Risk,AI pilot at a power station (video analytics/access-control analysis) with plan to scale to other Unipro stations,CLAIMED,none,I,https://smartlab.news/read/106859-ir-yunipro-iskusstvennyi-intellekt-na-sluzbe-yunipro,missing
Tower Semiconductor,IL,Manufacturing & Robotics,Semiconductors,Core / Domain,Silicon photonics chips and 400G/lane optical modulators manufactured for AI data center interconnects (with Marvell OpenLight Nvidia),CONFIRMED,5 million coherent photonic ICs shipped for AI data center interconnects,P,https://www.towersemi.com/2025/03/12/,2025
Shapir Engineering,IL,Real Estate & Construction,Construction,Core / Domain,Strategic investment in Ception to deploy MineCept AI system preventing heavy-machinery accidents at its construction sites quarries and mines,CONFIRMED,none,I,https://www.calcalistech.com/ctechnews/article/b1ayicbzi,2022
Alamtri Resources Indonesia,ID,Mining & Materials,Mining,Core / Domain,"Deep learning models on historical data and real-time river water-level sensors to forecast levels up to 7 days ahead for coal barging, plus predictive maintenance on 500+ heavy-machinery components (Supertype partnership)",CLAIMED,$3.2M total annual savings; <3% prediction deviation,I,https://supertype.ai/mining-and-logistics,2020
Sumber Alfaria Trijaya,ID,Retail & E-commerce,Retail,Customer Support,"Alfagift (Alfamart omnichannel grocery app) conversational commerce bot on WhatsApp built with Jio Haptik: product search by location, purchases with recommendations, real-time order tracking, FAQs and feedback",CLAIMED,none,I,https://www.haptik.ai/blog/alfagift-grocery-shopping-whatsapp-commerce-bot,2023
Aneka Tambang,ID,Mining & Materials,Mining,Core / Domain,"'Geologging' AI/machine-learning digital data-capturing app initiated by Antam for gold/mineral exploration (calculates RQD, core recovery from drill core samples), part of MIND ID smart-mining program",CONFIRMED,none,I,https://www.marketeers.com/antam-perkuat-efisiensi-eksplorasi-dan-operasional-pertambangan-lewat-ai/,2026
Charoen Pokphand Indonesia,ID,Agriculture,Food Products,Core / Domain,AI camera-tech and machine-learning smart-farming (IoT + Smart Scale) piloted with startup Pitik across CPI-affiliated broiler chicken farms to raise poultry production efficiency,CONFIRMED,piloted at 5 farms with 180000 chickens,I,https://pressrelease.kontan.co.id/news/pitik-gandeng-charoen-pokphand-indonesia-untuk-melakukan-digitalisasi-peternakan-ayam,2022
Ciputra Development,ID,Real Estate & Construction,Real Estate,Customer Support,AI chatbot for real-time customer interaction that answers inquiries instantly and recommends property units matching individual needs; also AI pricing analytics and generative personalized marketing content,CLAIMED,none,I,https://www.propertimedia.com/nasional/teknologi-inovasi-properti/transformasi-ai-sinar-mas-land-dan-ciputra-group-pimpin-inovasi-properti,2026
Indofood Sukses Makmur,ID,Retail & E-commerce,Food Products,Sales / Marketing,"Indofood CBP AI-based marketing initiatives across multiple consumer touchpoints, notably for the Indomilk Steril product line, shifting AI use from efficiency toward differentiated customer experience",CLAIMED,none,I,https://www.marketeers.com/menilik-transformasi-ai-marketing-indofood-di-berbagai-touchpoint/,2026
MAP Aktif Adiperkasa,ID,Retail & E-commerce,Retail,Back-office / Ops,"Blue Yonder Luminate Planning deployed for AI data-driven merchandise financial planning, automated assortment and replenishment, and localized assortments across 1263+ stores (implemented with Infosys)",CONFIRMED,none,I,https://worldbusinessoutlook.com/map-selects-blue-yonder-to-enhance-business-processes/,2022
Pertamina Geothermal Energy,ID,Energy & Utilities,Utilities,Core / Domain,"G-Bionic digital transformation program (started 2023, 52 initiatives across subsurface, drilling, surface, enterprise) using machine learning and digital twins to boost geothermal production efficiency and cut drilling costs; includes GENIUS AI-based work assistant",CONFIRMED,Rp515 billion added value claimed,P,https://www.pge.pertamina.com/en/press-release/pge-demonstrates-digital-transformation-boosts-national-geothermal-efficiency-and-competitiveness,2025
Kweichow Moutai,CN,Retail & E-commerce,Consumer Staples,Core / Domain,Machine-learning system to decode traditional Moutai brewing/fermentation into scientific parameters,CONFIRMED,none,P,https://www.moutaichina.com/mtgf/2025-10/10/article_2025101009063173047.html,2021
Kweichow Moutai,CN,Retail & E-commerce,Consumer Staples,Back-office / Ops,DeepSeek and SenseTime large-model training program for dealers and regional staff,CONFIRMED,none,P,https://www.moutai.com.cn/mtjt/2025-06/07/article_2025060700103885516.html,2025-05
CATL (Contemporary Amperex Technology),CN,Manufacturing & Robotics,Industrials,Core / Domain,AI-driven battery cell design and optimization (MINDS at WEF),CONFIRMED,95% prediction accuracy,P,https://www.catl.com/news/9556.html,2025-01
CATL (Contemporary Amperex Technology),CN,Manufacturing & Robotics,Industrials,Core / Domain,Cloud-edge-end AI surface defect detection in battery production,CLAIMED,none,I,https://www.intel.cn/content/www/cn/zh/artificial-intelligence/catl-cloud-edge-end-defect-detection-solution.html,missing
CATL (Contemporary Amperex Technology),CN,Manufacturing & Robotics,Industrials,Core / Domain,AI materials discovery for next-gen battery chemistries,CLAIMED,material screening time cut 100x,I,https://evchuhai.com/news/catl-ai-battery-research-breakthrough,missing
Wuliangye Yibin,CN,Retail & E-commerce,Consumer Staples,Core / Domain,Intelligent brewing workshop with smart fermentation and data-driven brewing standards,CONFIRMED,grain consumption reduced,I,https://www.sohu.com/a/955132720_121924584,2021
Inner Mongolia Yili Industrial Group,CN,Retail & E-commerce,Consumer Staples,Core / Domain,Computer vision quality inspection plus AI across pastures/factories/supply chain,CONFIRMED,none,I,https://finance.sina.com.cn,2024
